Predicted complex	Size (# of subunits)	Co-complex membership_UniProtKB AC	Co-complex membership_UniProtKB EntryName	# of matched subunit in public DB	"""Novel"" proteins"	Annotated proteins	Best-matching CORUM complex	Best-matchng REACTOME complex	Best-mathng PINdb complex	Best-matching HPRD complex	Best-mathng Gene Ontology Cell Component complex	Best-matching MEMO complex, Malovannaya et al	Best-matching FLY complex (orthology), Guruharsha et al.	Best-matching YEAST complex (orthology), Babu el al.,	Taxonomic group
C_560	8	Q9UIA9,O14980,Q9GZL7,Q9H9H4,P54578,Q9H832,Q99816,Q86UE8	XPO7_HUMAN,XPO1_HUMAN,WDR12_HUMAN,VP37B_HUMAN,UBP14_HUMAN,UBE2Z_HUMAN,TS101_HUMAN,TLK2_HUMAN	2	O14980,P54578,Q86UE8,Q9GZL7,Q9H832,Q9UIA9,	Q99816,Q9H9H4,	CORUM_1863::TSG101-VPS37B-VPS28 complex (8.00e-04)	REACT_27580~ESCRT-I [endosome membrane] (4.96e-03)	-	HPRD_3048:: (2.23e-03)	-	AM002188 (6.50e-03)	F_78 (2.46E-03)	-	multicellularity
C_561	8	Q9Y3I0,Q96RW7,Q92839,Q8TEQ6,Q52LJ0,Q92499,Q9Y224,Q9BVC5	RTCB_HUMAN,HMCN1_HUMAN,HAS1_HUMAN,GEMI5_HUMAN,FA98B_HUMAN,DDX1_HUMAN,CN166_HUMAN,ASHWN_HUMAN	5	Q8TEQ6,Q92839,Q96RW7,	Q52LJ0,Q92499,Q9BVC5,Q9Y224,Q9Y3I0,	-	-	-	-	GO:0072669|tRNA-splicing ligase complex (1.34e-09)	PM000603 (5.54e-04)	F_221 (1.07E-07)	-	vertebrates
C_562	8	Q13426,P61011,Q13573,P42285,Q92620,P78527,Q9NYD6,Q6UX04	XRCC4_HUMAN,SRP54_HUMAN,SNW1_HUMAN,SK2L2_HUMAN,PRP16_HUMAN,PRKDC_HUMAN,HXC10_HUMAN,CWC27_HUMAN	6	P61011,Q9NYD6,	P42285,P78527,Q13426,Q13573,Q6UX04,Q92620,	CORUM_1181::C complex spliceosome (6.62e-03)	REACT_2526~DNA-PK:XRCC4:DNA ligase IV:DNA  complex associated with ligatable DNA ends [nucleoplasm] (3.47e-03)	-	-	GO:0005958|DNA-dependent protein kinase-DNA ligase 4 complex (3.00e-03)	-	-	-	multicellularity
C_563	8	P61923,Q9UBF2,Q9Y678,O14579,P48444,P35606,P53618,P53621	COPZ1_HUMAN,COPG2_HUMAN,COPG_HUMAN,COPE_HUMAN,COPD_HUMAN,COPB2_HUMAN,COPB_HUMAN,COPA_HUMAN	8	-	O14579,P35606,P48444,P53618,P53621,P61923,Q9UBF2,Q9Y678,	-	REACT_11329~Coatomer [cytosol] (3.79e-15)	-	HPRD_837::in vivo (2.19e-14)	-	AM000883 (6.47e-10)	F_143 (1.26E-03)	Y_22 (8.23E-15)	Fungi
C_564	8	Q96E11,P48382,Q96PU8,Q9NR12,Q15004,O95182,O43678,Q9UKY7	RRFM_HUMAN,RFX5_HUMAN,QKI_HUMAN,PDLI7_HUMAN,PAF_HUMAN,NDUA7_HUMAN,NDUA2_HUMAN,CDV3_HUMAN	2	P48382,Q15004,Q96E11,Q96PU8,Q9NR12,Q9UKY7,	O43678,O95182,	CORUM_2920::Respiratory chain complex I (lambda subunit) mitochondrial (2.43e-02)	-	-	-	-	-	-	-	vertebrates
C_565	8	Q9UHR5,Q96S59,Q96RQ3,Q14315,P29692,Q14204,Q9NP97,Q14203	S30BP_HUMAN,RANB9_HUMAN,MCCA_HUMAN,FLNC_HUMAN,EF1D_HUMAN,DYHC1_HUMAN,DLRB1_HUMAN,DCTN1_HUMAN	2	P29692,Q14315,Q96RQ3,Q96S59,Q9NP97,Q9UHR5,	Q14203,Q14204,	-	-	-	-	-	-	-	-	vertebrates
C_566	9	O43298,Q9HC36,Q13084,Q9NWU5,Q9NX20,P11233,B0I1T2,Q13421,P49006	ZBT43_HUMAN,RMTL1_HUMAN,RM28_HUMAN,RM22_HUMAN,RM16_HUMAN,RALA_HUMAN,MYO1G_HUMAN,MSLN_HUMAN,MRP_HUMAN	3	B0I1T2,O43298,P11233,P49006,Q13421,Q9HC36,	Q13084,Q9NWU5,Q9NX20,	CORUM_324::39S ribosomal subunit, mitochondrial (2.42e-02)	-	-	-	-	PM000899 (4.44e-02)	-	-	vertebrates
C_567	9	O00330,P11177,P29803,P08559,P10515,Q02218,P03915,Q96DZ1,P10606	ODPX_HUMAN,ODPB_HUMAN,ODPAT_HUMAN,ODPA_HUMAN,ODP2_HUMAN,ODO1_HUMAN,NU5M_HUMAN,ERLEC_HUMAN,COX5B_HUMAN	4	P03915,P10606,P29803,Q02218,Q96DZ1,	O00330,P08559,P10515,P11177,	-	REACT_5500~pyruvate dehydrogenase complex [mitochondrial matrix] (3.55e-07)	-	HPRD_711::in vitro (3.52e-05)	-	AM000074 (3.71e-04)	-	Y_127 (4.98E-09)	Fungi
C_568	9	Q92508,Q9UKG9,Q13287,Q9HB07,Q86V88,Q9UGP4,Q96BN8,Q9NY33,P60981	PIEZ1_HUMAN,OCTC_HUMAN,NMI_HUMAN,MYG1_HUMAN,MGDP1_HUMAN,LIMD1_HUMAN,F105B_HUMAN,DPP3_HUMAN,DEST_HUMAN	0	P60981,Q13287,Q86V88,Q92508,Q96BN8,Q9HB07,Q9NY33,Q9UGP4,Q9UKG9,	-	-	-	-	-	-	-	-	-	multicellularity
C_569	9	Q8N9F8,P47985,Q9P0U1,P31483,Q99595,P84103,Q9UQ90,Q96NB2,Q9UQ53	ZN454_HUMAN,UCRI_HUMAN,TOM7_HUMAN,TIA1_HUMAN,TI17A_HUMAN,SRSF3_HUMAN,SPG7_HUMAN,SFXN2_HUMAN,MGT4B_HUMAN	0	P31483,P47985,P84103,Q8N9F8,Q96NB2,Q99595,Q9P0U1,Q9UQ53,Q9UQ90,	-	-	-	-	-	-	-	-	-	vertebrates
C_570	9	Q9Y5V0,O00488,P55060,P38606,P15374,Q8IWV7,P45974,Q8NBS9,O43598	ZN706_HUMAN,ZN593_HUMAN,XPO2_HUMAN,VATA_HUMAN,UCHL3_HUMAN,UBR1_HUMAN,UBP5_HUMAN,TXND5_HUMAN,RCL_HUMAN	0	O00488,O43598,P15374,P38606,P45974,P55060,Q8IWV7,Q8NBS9,Q9Y5V0,	-	-	-	-	-	-	-	-	-	multicellularity
C_571	9	P40937,P35249,P40938,P35250,P35251,Q96QR8,Q00577,Q9BVC3,Q8WVB6	RFC5_HUMAN,RFC4_HUMAN,RFC3_HUMAN,RFC2_HUMAN,RFC1_HUMAN,PURB_HUMAN,PURA_HUMAN,DCC1_HUMAN,CTF18_HUMAN	9	-	P35249,P35250,P35251,P40937,P40938,Q00577,Q8WVB6,Q96QR8,Q9BVC3,	CORUM_2804::CTF18-cohesion-RFC complex (4.96e-12)	REACT_8972~RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end [nucleoplasm] (5.85e-10)	PINdb_55::RF-C Complex- DNA replication (2.23e-07)	HPRD_12::in vitro and in vivo (1.86e-11)	GO:0005663|DNA replication factor C complex (1.51e-08)	AM000046 (1.49e-07)	F_19 (1.51E-11)	Y_49 (8.66E-14)	Fungi
C_572	9	Q92759,Q13889,Q13888,P32780,P51948,P19447,P18074,P50613,P51946	TF2H4_HUMAN,TF2H3_HUMAN,TF2H2_HUMAN,TF2H1_HUMAN,MAT1_HUMAN,ERCC3_HUMAN,ERCC2_HUMAN,CDK7_HUMAN,CCNH_HUMAN	9	-	P18074,P19447,P32780,P50613,P51946,P51948,Q13888,Q13889,Q92759,	CORUM_107::TFIIH transcription factor complex (9.24e-21)	REACT_3832~TFIIH [nucleoplasm] (1.09e-19)	PINdb_81::TFIIH Complex- transcription (1.24e-14)	HPRD_220::in vivo (1.79e-19)	GO:0005675|holo TFIIH complex (1.43e-17)	AM001965 (6.96e-09)	F_174 (6.33E-04)	Y_59 (7.22E-15)	Fungi
C_573	9	O60783,P82912,P82664,Q9NWU5,Q6P1L8,Q99623,P17813,P49411,P33316	RT14_HUMAN,RT11_HUMAN,RT10_HUMAN,RM22_HUMAN,RM14_HUMAN,PHB2_HUMAN,EGLN_HUMAN,EFTU_HUMAN,DUT_HUMAN	5	P17813,P33316,P49411,Q99623,	O60783,P82664,P82912,Q6P1L8,Q9NWU5,	CORUM_320::55S ribosome, mitochondrial (8.32e-04)	-	-	-	-	-	-	-	vertebrates
C_574	9	Q96I99,P53597,Q13586,Q9UHD8,Q9NVA2,O75396,Q96FQ6,Q15013,Q96AC1	SUCB2_HUMAN,SUCA_HUMAN,STIM1_HUMAN,SEPT9_HUMAN,SEP11_HUMAN,SC22B_HUMAN,S10AG_HUMAN,MD2BP_HUMAN,FERM2_HUMAN	4	O75396,Q13586,Q15013,Q96AC1,Q96FQ6,	P53597,Q96I99,Q9NVA2,Q9UHD8,	CORUM_393::Succinyl-CoA synthetase, GDP-forming (3.78e-04)	REACT_5345~Succinyl-CoA synthetase heterodimer [GDP-forming] [mitochondrial matrix] (5.60e-04)	-	HPRD_2374::in vivo (4.58e-03)	-	AM000040 (1.47e-02)	-	Y_64 (5.06E-10)	vertebrates
C_575	9	A5PLL7,Q9Y5J7,P25325,P00491,P49821,O43464,Q96PL5,Q9UBS4,Q4G0N4	TM189_HUMAN,TIM9_HUMAN,THTM_HUMAN,PNPH_HUMAN,NDUV1_HUMAN,HTRA2_HUMAN,ERMAP_HUMAN,DJB11_HUMAN,CE033_HUMAN	0	A5PLL7,O43464,P00491,P25325,P49821,Q4G0N4,Q96PL5,Q9UBS4,Q9Y5J7,	-	-	-	-	-	-	-	-	-	Fungi
C_576	9	Q9BTM9,P45974,P62256,O75663,Q9NP77,Q9Y6Y8,O43598,P32119,Q06830	URM1_HUMAN,UBP5_HUMAN,UBE2H_HUMAN,TIPRL_HUMAN,SSU72_HUMAN,S23IP_HUMAN,RCL_HUMAN,PRDX2_HUMAN,PRDX1_HUMAN	0	O43598,O75663,P32119,P45974,P62256,Q06830,Q9BTM9,Q9NP77,Q9Y6Y8,	-	-	-	-	-	-	AM000312 (1.84e-03)	-	-	Fungi
C_577	9	O15511,P59998,O15145,O15144,Q9BPX5,P61158,P61160,O15143,Q92747	ARPC5_HUMAN,ARPC4_HUMAN,ARPC3_HUMAN,ARPC2_HUMAN,ARP5L_HUMAN,ARP3_HUMAN,ARP2_HUMAN,ARC1B_HUMAN,ARC1A_HUMAN	7	Q92747,Q9BPX5,	O15143,O15144,O15145,O15511,P59998,P61158,P61160,	CORUM_27::Arp2/3 protein complex (2.94e-15)	-	-	HPRD_1623::in vitro (1.46e-14)	GO:0005885|Arp2/3 protein complex (1.64e-13)	PM000473 (1.20e-05)	F_13 (6.08E-14)	Y_66 (1.17E-19)	Fungi
C_578	9	O75475,P20810,Q01780,Q06265,Q9NQT4,Q9NPD3,Q9NQT5,Q13868,Q9H0S4	PSIP1_HUMAN,ICAL_HUMAN,EXOSX_HUMAN,EXOS9_HUMAN,EXOS5_HUMAN,EXOS4_HUMAN,EXOS3_HUMAN,EXOS2_HUMAN,DDX47_HUMAN	6	O75475,P20810,Q9H0S4,	Q01780,Q06265,Q13868,Q9NPD3,Q9NQT4,Q9NQT5,	CORUM_789::Exosome (2.79e-10)	REACT_20841~Exosome Complex [cytosol] (1.07e-07)	-	HPRD_1452::in vivo (3.28e-09)	GO:0000176|nuclear exosome (RNase complex) (6.82e-03)	AM000401 (2.84e-09)	F_41 (2.13E-12)	Y_17 (8.23E-12)	vertebrates
C_579	9	Q99627,Q9H9Q2,Q9UBW8,Q7L5N1,Q92905,Q9BT78,Q9UNS2,P61201,Q13098	CSN8_HUMAN,CSN7B_HUMAN,CSN7A_HUMAN,CSN6_HUMAN,CSN5_HUMAN,CSN4_HUMAN,CSN3_HUMAN,CSN2_HUMAN,CSN1_HUMAN	9	-	P61201,Q13098,Q7L5N1,Q92905,Q99627,Q9BT78,Q9H9Q2,Q9UBW8,Q9UNS2,	CORUM_2174::COP9 signalosome complex (1.06e-20)	-	PINdb_230::L2DTL Complex- DNA replication (4.03e-07)	HPRD_1134::in vivo (4.24e-17)	-	AM000290 (1.55e-07)	F_105 (1.70E-14)	Y_7 (1.29E-04)	Fungi
C_580	10	Q96JM3,Q9Y2X9,Q9UBW7,Q5T200,Q9Y2W2,Q7Z5K2,Q9Y4E8,Q14694,Q9UJT2,Q7Z2W7	ZN828_HUMAN,ZN281_HUMAN,ZMYM2_HUMAN,ZC3HD_HUMAN,WBP11_HUMAN,WAPL_HUMAN,UBP15_HUMAN,UBP10_HUMAN,TSKS_HUMAN,TRPM8_HUMAN	0	Q14694,Q5T200,Q7Z2W7,Q7Z5K2,Q96JM3,Q9UBW7,Q9UJT2,Q9Y2W2,Q9Y2X9,Q9Y4E8,	-	-	-	-	-	-	-	-	-	vertebrates
C_581	10	Q9NS69,Q99757,Q9NP81,Q7KZF4,O95758,Q969G5,Q9UMX5,Q8IWA4,Q12905,O00461	TOM22_HUMAN,THIOM_HUMAN,SYSM_HUMAN,SND1_HUMAN,ROD1_HUMAN,PRDBP_HUMAN,NENF_HUMAN,MFN1_HUMAN,ILF2_HUMAN,GOLI4_HUMAN	0	O00461,O95758,Q12905,Q7KZF4,Q8IWA4,Q969G5,Q99757,Q9NP81,Q9NS69,Q9UMX5,	-	-	-	-	-	-	-	-	-	vertebrates
C_582	10	Q13263,P40227,Q92526,P50990,Q99832,P49368,P48643,P50991,P78371,P17987	TIF1B_HUMAN,TCPZ_HUMAN,TCPW_HUMAN,TCPQ_HUMAN,TCPH_HUMAN,TCPG_HUMAN,TCPE_HUMAN,TCPD_HUMAN,TCPB_HUMAN,TCPA_HUMAN	8	Q13263,Q92526,	P17987,P40227,P48643,P49368,P50990,P50991,P78371,Q99832,	CORUM_126::CCT micro-complex (2.98e-17)	REACT_17874~CCT/TriC(ADP) [cytosol] (2.25e-16)	-	HPRD_33::in vitro and in vivo (2.32e-14)	-	AM000178 (2.95e-18)	F_32 (1.03E-15)	Y_111 (1.49E-08)	Fungi
C_583	10	Q8IY67,O60568,Q93100,P51808,P63172,P63167,Q14204,Q9NP97,O43237,Q9Y6G9	RAVR1_HUMAN,PLOD3_HUMAN,KPBB_HUMAN,DYLT3_HUMAN,DYLT1_HUMAN,DYL1_HUMAN,DYHC1_HUMAN,DLRB1_HUMAN,DC1L2_HUMAN,DC1L1_HUMAN	7	O60568,Q8IY67,Q93100,	O43237,P51808,P63167,P63172,Q14204,Q9NP97,Q9Y6G9,	-	-	-	-	GO:0005868|cytoplasmic dynein complex (3.35e-09)	AM000587 (1.00e-06)	-	-	vertebrates
C_584	10	P62805,P84243,P62807,P33778,Q96A08,Q71UI9,P20671,P04908,Q96QV6,P16403	H4_HUMAN,H33_HUMAN,H2B1C_HUMAN,H2B1B_HUMAN,H2B1A_HUMAN,H2AV_HUMAN,H2A1D_HUMAN,H2A1B_HUMAN,H2A1A_HUMAN,H12_HUMAN	8	Q71UI9,Q96QV6,	P04908,P16403,P20671,P33778,P62805,P62807,P84243,Q96A08,	CORUM_1150::Histone H3.3 complex (1.21e-02)	REACT_27602~Nucleosome with Histone H3 Trimethylated at Lysine-4 [nucleoplasm] (1.75e-08)	-	HPRD_3000::in vivo (8.05e-05)	-	AM000759 (2.23e-03)	-	Y_682 (1.38E-15)	Fungi
C_585	10	Q8TAD4,Q13488,Q9Y487,Q93050,Q9Y5K8,P15880,P62269,P62841,Q9Y3E5,Q9BTT0	ZNT5_HUMAN,VPP3_HUMAN,VPP2_HUMAN,VPP1_HUMAN,VATD_HUMAN,RS2_HUMAN,RS18_HUMAN,RS15_HUMAN,PTH2_HUMAN,AN32E_HUMAN	7	Q8TAD4,Q9BTT0,Q9Y3E5,	P15880,P62269,P62841,Q13488,Q93050,Q9Y487,Q9Y5K8,	CORUM_338::40S ribosomal subunit, cytoplasmic (9.74e-03)	REACT_24332~V-ATPase [endosome membrane] (3.79e-04)	-	-	-	-	F_40 (0.0221)	Y_0 (0.0194)	Fungi
C_586	10	Q96C90,O15212,Q99471,Q9NQP4,P61758,Q9UHV9,O60925,Q9NUG6,Q9Y5Y2,P00519	PP14B_HUMAN,PFD6_HUMAN,PFD5_HUMAN,PFD4_HUMAN,PFD3_HUMAN,PFD2_HUMAN,PFD1_HUMAN,PDRG1_HUMAN,NUBP2_HUMAN,ABL1_HUMAN	7	P00519,Q96C90,Q9Y5Y2,	O15212,O60925,P61758,Q99471,Q9NQP4,Q9NUG6,Q9UHV9,	CORUM_145::CCT:PFD complex (2.02e-12)	REACT_17255~Prefoldin [cytosol] (8.05e-12)	-	HPRD_37::in vitro (4.42e-11)	-	AM000210 (4.80e-04)	F_42 (7.58E-16)	Y_42 (6.38E-11)	Fungi
C_587	10	Q9UJT2,Q15459,Q8IXT5,Q06203,P33993,Q14566,P33992,P33991,P25205,P49736	TSKS_HUMAN,SF3A1_HUMAN,RB12B_HUMAN,PUR1_HUMAN,MCM7_HUMAN,MCM6_HUMAN,MCM5_HUMAN,MCM4_HUMAN,MCM3_HUMAN,MCM2_HUMAN	6	Q06203,Q15459,Q8IXT5,Q9UJT2,	P25205,P33991,P33992,P33993,P49736,Q14566,	CORUM_387::MCM complex (1.93e-12)	REACT_4259~phosphorylated Mcm2-7 complex [nucleoplasm] (7.63e-12)	PINdb_287::MMS22L-NFKBIL2 Complex- DNA repair (8.54e-07)	HPRD_142::in vivo (4.21e-11)	GO:0042555|MCM complex (3.21e-09)	AM000372 (1.63e-10)	F_60 (1.90E-16)	-	multicellularity
C_588	10	Q15022,Q16576,Q09028,Q86YP4,O94776,O95983,Q92769,Q13547,Q14839,Q12873	SUZ12_HUMAN,RBBP7_HUMAN,RBBP4_HUMAN,P66A_HUMAN,MTA2_HUMAN,MBD3_HUMAN,HDAC2_HUMAN,HDAC1_HUMAN,CHD4_HUMAN,CHD3_HUMAN	10	-	O94776,O95983,Q09028,Q12873,Q13547,Q14839,Q15022,Q16576,Q86YP4,Q92769,	CORUM_61::Mi2/NuRD complex (8.72e-15)	REACT_14535~PRDM4:Histone deacetylase [nucleoplasm] (3.41e-03)	PINdb_88::NuRD.2 Complex- transcription (9.28e-10)	HPRD_884::in vitro (3.05e-13)	GO:0016581|NuRD complex (1.08e-12)	AM000168 (1.03e-05)	F_99 (7.14E-07)	-	vertebrates
C_589	10	Q9P0S9,Q15526,Q9Y512,Q02127,O00217,O75489,Q9BU61,P08574,P00403,Q7KZN9	TM14C_HUMAN,SURF1_HUMAN,SAM50_HUMAN,PYRD_HUMAN,NDUS8_HUMAN,NDUS3_HUMAN,NDUF3_HUMAN,CY1_HUMAN,COX2_HUMAN,COX15_HUMAN	2	P00403,P08574,Q02127,Q15526,Q7KZN9,Q9BU61,Q9P0S9,Q9Y512,	O00217,O75489,	CORUM_2920::Respiratory chain complex I (lambda subunit) mitochondrial (3.72e-02)	-	-	HPRD_568::in vivo (3.48e-03)	-	-	-	-	Plants &Protists
C_590	10	O75717,Q3ZAQ7,Q03405,O95425,O95104,Q96BR5,Q9NX18,P55809,Q13228,Q8NHP8	WDHD1_HUMAN,VMA21_HUMAN,UPAR_HUMAN,SVIL_HUMAN,SFR15_HUMAN,SELR1_HUMAN,SDHF2_HUMAN,SCOT1_HUMAN,SBP1_HUMAN,PLBL2_HUMAN	0	O75717,O95104,O95425,P55809,Q03405,Q13228,Q3ZAQ7,Q8NHP8,Q96BR5,Q9NX18,	-	-	-	-	-	-	-	-	-	vertebrates
C_591	10	O94826,Q9P0U1,O96008,Q9NS69,Q15388,Q3ZCQ8,Q9H9B4,Q6KC79,Q16611,Q9NP58	TOM70_HUMAN,TOM7_HUMAN,TOM40_HUMAN,TOM22_HUMAN,TOM20_HUMAN,TIM50_HUMAN,SFXN1_HUMAN,NIPBL_HUMAN,BAK_HUMAN,ABCB6_HUMAN	5	Q16611,Q3ZCQ8,Q6KC79,Q9H9B4,Q9NP58,	O94826,O96008,Q15388,Q9NS69,Q9P0U1,	-	-	-	HPRD_959::in vivo (1.66e-06)	GO:0005742|mitochondrial outer membrane translocase complex (2.90e-08)	-	-	-	vertebrates
C_592	10	Q969M7,O75410,P19623,P31949,O15031,Q5TFE4,Q9GZT8,Q9Y680,Q99622,P21399	UBE2F_HUMAN,TACC1_HUMAN,SPEE_HUMAN,S10AB_HUMAN,PLXB2_HUMAN,NT5D1_HUMAN,NIF3L_HUMAN,FKBP7_HUMAN,C10_HUMAN,ACOC_HUMAN	0	O15031,O75410,P19623,P21399,P31949,Q5TFE4,Q969M7,Q99622,Q9GZT8,Q9Y680,	-	-	-	-	-	-	-	-	-	vertebrates
C_593	10	P30260,Q9UJX2,Q13042,Q9UJX3,Q9UJX4,Q9UJX5,Q9BS18,Q9UM13,Q9H1A4,Q9UJX6	CDC27_HUMAN,CDC23_HUMAN,CDC16_HUMAN,APC7_HUMAN,APC5_HUMAN,APC4_HUMAN,APC13_HUMAN,APC10_HUMAN,APC1_HUMAN,ANC2_HUMAN	10	-	P30260,Q13042,Q9BS18,Q9H1A4,Q9UJX2,Q9UJX3,Q9UJX4,Q9UJX5,Q9UJX6,Q9UM13,	CORUM_96::Anaphase-promoting complex (6.72e-20)	REACT_76391~APC/C E3 ligase complex [cytosol] (6.78e-19)	-	HPRD_2323::in vivo (7.16e-19)	GO:0005680|anaphase-promoting complex (1.40e-15)	AM000138 (3.94e-18)	-	Y_24 (2.38E-12)	multicellularity
C_594	10	Q08945,Q9Y5B9,Q92541,Q8N7H5,Q8WVC0,Q6PD62,P67870,P19784,P68400,Q6P1J9	SSRP1_HUMAN,SP16H_HUMAN,RTF1_HUMAN,PAF1_HUMAN,LEO1_HUMAN,CTR9_HUMAN,CSK2B_HUMAN,CSK22_HUMAN,CSK21_HUMAN,CDC73_HUMAN	9	Q92541,	P19784,P67870,P68400,Q08945,Q6P1J9,Q6PD62,Q8N7H5,Q8WVC0,Q9Y5B9,	CORUM_938::FACT complex, UV-activated (3.04e-10)	REACT_23098~Casein kinase II [cytosol] (1.23e-05)	PINdb_181::p53 Ser-392 kinase Complex- transcription (3.65e-07)	HPRD_2419::in vitro and in vivo (1.36e-07)	GO:0016593|Cdc73/Paf1 complex (4.10e-07)	AM000033 (1.04e-06)	F_154 (2.29E-05)	Y_99 (9.57E-32)	multicellularity
C_595	11	O60293,Q15906,Q6ZRS2,Q9Y230,Q9Y265,Q9UBU8,Q96L91,Q9NPF5,Q9UEE9,Q9H9F9,P60709	ZC3H1_HUMAN,VPS72_HUMAN,SRCAP_HUMAN,RUVB2_HUMAN,RUVB1_HUMAN,MO4L1_HUMAN,EP400_HUMAN,DMAP1_HUMAN,CFDP1_HUMAN,ARP5_HUMAN,ACTB_HUMAN	9	O60293,Q9UEE9,	P60709,Q15906,Q6ZRS2,Q96L91,Q9H9F9,Q9NPF5,Q9UBU8,Q9Y230,Q9Y265,	CORUM_799::DMAP1-associated complex (5.93e-10)	-	PINdb_176::DMAP1 Complex- transcription (4.73e-07)	HPRD_2548::in vitro and in vivo (5.44e-10)	GO:0035267|NuA4 histone acetyltransferase complex (1.83e-07)	AM000097 (1.04e-03)	F_63 (2.49E-05)	Y_14 (2.29E-12)	multicellularity
C_596	11	Q9BUF5,P07437,Q99867,Q13509,P68371,Q13885,P68366,Q9BQE3,P68363,Q71U36,P27708	TBB6_HUMAN,TBB5_HUMAN,TBB4Q_HUMAN,TBB3_HUMAN,TBB2C_HUMAN,TBB2A_HUMAN,TBA4A_HUMAN,TBA1C_HUMAN,TBA1B_HUMAN,TBA1A_HUMAN,PYR1_HUMAN	10	P27708,	P07437,P68363,P68366,P68371,Q13509,Q13885,Q71U36,Q99867,Q9BQE3,Q9BUF5,	CORUM_3008::60S APC containing complex (1.92e-04)	REACT_18200~alpha-beta heterodimer [cytosol] (1.71e-15)	-	HPRD_674::in vitro (2.22e-03)	-	-	-	Y_177 (1.24E-03)	multicellularity
C_597	11	P18887,Q9P0T7,P49755,Q16762,Q13428,Q13586,Q9NVA2,P55809,O75396,Q96FQ6,P50897	XRCC1_HUMAN,TMEM9_HUMAN,TMEDA_HUMAN,THTR_HUMAN,TCOF_HUMAN,STIM1_HUMAN,SEP11_HUMAN,SCOT1_HUMAN,SC22B_HUMAN,S10AG_HUMAN,PPT1_HUMAN	0	O75396,P18887,P49755,P50897,P55809,Q13428,Q13586,Q16762,Q96FQ6,Q9NVA2,Q9P0T7,	-	-	-	-	-	-	-	-	-	vertebrates
C_598	11	Q8TCJ2,P04844,P04843,Q8NFH5,Q969V3,P10253,Q96AG4,O95202,Q12906,Q9NZI8,O60506	STT3B_HUMAN,RPN2_HUMAN,RPN1_HUMAN,NUP53_HUMAN,NCLN_HUMAN,LYAG_HUMAN,LRC59_HUMAN,LETM1_HUMAN,ILF3_HUMAN,IF2B1_HUMAN,HNRPQ_HUMAN	6	O95202,P10253,Q8NFH5,Q969V3,Q96AG4,	O60506,P04843,P04844,Q12906,Q8TCJ2,Q9NZI8,	CORUM_1200::Oligosaccharyltransferase complex (Stt3B variant) (1.90e-04)	REACT_23228~OST complex [endoplasmic reticulum membrane] (9.28e-03)	-	-	GO:0008250|oligosaccharyltransferase complex (2.97e-03)	-	-	Y_82 (0.0407)	vertebrates
C_599	12	O95292,Q5JTV8,Q96I99,Q9P2R7,P53597,P51688,P55809,Q96FQ6,Q5UIP0,Q5JRX3,P50213,Q96FN4	VAPB_HUMAN,TOIP1_HUMAN,SUCB2_HUMAN,SUCB1_HUMAN,SUCA_HUMAN,SPHM_HUMAN,SCOT1_HUMAN,S10AG_HUMAN,RIF1_HUMAN,PREP_HUMAN,IDH3A_HUMAN,CPNE2_HUMAN	3	O95292,P50213,P51688,P55809,Q5JRX3,Q5JTV8,Q5UIP0,Q96FN4,Q96FQ6,	P53597,Q96I99,Q9P2R7,	CORUM_394::Succinyl-CoA synthetase, ADP-forming (6.37e-04)	REACT_5345~Succinyl-CoA synthetase heterodimer [GDP-forming] [mitochondrial matrix] (9.44e-04)	-	-	-	-	-	Y_596 (3.76E-03)	vertebrates
C_600	12	Q7L2H7,Q9Y262,Q9UBQ5,Q13347,O15372,O75821,O00303,P60228,O15371,Q99613,P55884,Q14152	EIF3M_HUMAN,EIF3L_HUMAN,EIF3K_HUMAN,EIF3I_HUMAN,EIF3H_HUMAN,EIF3G_HUMAN,EIF3F_HUMAN,EIF3E_HUMAN,EIF3D_HUMAN,EIF3C_HUMAN,EIF3B_HUMAN,EIF3A_HUMAN	12	-	O00303,O15371,O15372,O75821,P55884,P60228,Q13347,Q14152,Q7L2H7,Q99613,Q9UBQ5,Q9Y262,	CORUM_1097::eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1) (1.78e-25)	REACT_4891~eIF3 subunits complex [cytosol] (5.72e-19)	-	HPRD_1661::in vivo (6.87e-19)	GO:0005852|eukaryotic translation initiation factor 3 complex (2.80e-21)	AM000505 (6.73e-15)	F_24 (8.97E-33)	Y_34 (4.13E-08)	Plants &Protists
